gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,82.13,1378.75,No
Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,91.86,1283.36,Yes
Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,45.41,2106.79,No
Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),82.03,2274.42,No
Male,0,No,No,64,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,49.78,3174.49,No
Male,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),49.55,146.71,Yes
Male,1,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),82.59,572.14,Yes
Female,1,Yes,No,25,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,53.83,1361.58,No
Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,85.67,2343.56,No
Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.47,945.9,No
Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,300.17,No
Male,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,685.59,Yes
Female,0,Yes,No,4,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.29,300.59,No
Male,1,No,No,10,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.96,579.66,Yes
Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),94.22,4240.64,Yes
Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.09,326.9,No
Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),86.56,4584.24,No
Male,0,No,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.07,994.9,No
Male,1,No,No,13,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),59.63,773.41,Yes
Male,0,No,No,7,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,49.62,339.96,Yes
Female,0,No,No,34,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,66.41,2266.98,No
Female,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,83.65,1077.49,Yes
Male,0,No,No,26,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.56,2404.43,Yes
Female,0,Yes,No,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,68.86,4983.93,No
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,78.27,Yes
Female,0,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),83.81,934.12,No
Male,0,Yes,No,11,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,53.49,594.75,Yes
Male,0,Yes,No,65,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,58.8,3796.0,No
Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.74,531.26,Yes
Male,1,Yes,Yes,61,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,85.32,5170.23,No
Female,0,No,Yes,23,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,54.42,1275.8,No
Male,1,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.24,1314.27,Yes
Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.65,35.34,Yes
Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,83.14,3575.95,No
Female,0,No,Yes,25,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,57.4,1453.75,No
Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.01,1682.51,Yes
Male,0,No,No,10,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.25,774.82,No
Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.8,1213.84,Yes
Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,74.37,873.04,No
Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,49.05,435.52,No
Female,0,No,No,17,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.73,860.23,Yes
Male,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,59.1,3013.63,No
Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.25,273.08,Yes
Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,92.13,1842.79,Yes
Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),82.43,2568.24,No
Male,1,Yes,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),76.68,1447.79,Yes
Female,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.33,940.73,No
Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,77.36,1027.9,No
Male,0,Yes,Yes,72,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,55.66,3981.26,No
Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,88.53,273.4,Yes
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.42,518.11,Yes
Female,0,Yes,No,17,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,45.86,754.99,No
Female,0,Yes,Yes,19,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),56.25,1102.71,No
Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,47.02,690.64,Yes
Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,91.95,4601.54,No
Male,0,No,No,7,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),51.78,332.91,Yes
Female,1,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.08,270.41,No
Female,0,Yes,Yes,14,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,46.14,654.05,No
Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.5,106.65,No
Male,1,Yes,No,43,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),58.75,2537.36,No
Male,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,536.15,No
Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.89,963.05,Yes
Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),83.73,1511.83,No
Male,1,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.87,911.76,No
Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.84,575.08,No
Male,0,No,No,8,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,68.5,527.55,Yes
Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,410.67,No
Female,0,No,Yes,72,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,48.02,3457.14,No
Male,0,Yes,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.18,1504.1,No
Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.19,279.23,Yes
Female,0,No,Yes,47,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,57.16,2699.46,No
Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.0,93.6,No
Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.11,230.38,Yes
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.61,514.6,No
Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.47,383.45,Yes
Female,0,No,No,16,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.3,744.12,No
Female,0,Yes,No,15,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.55,854.26,No
Male,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.64,249.55,No
Male,1,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.38,311.93,No
Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,74.86,4643.52,No
Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,95.9,1758.59,No
Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,74.56,654.38,Yes
Male,0,Yes,No,13,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.46,656.51,Yes
Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.07,2211.31,Yes
Female,1,No,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.58,2537.2,Yes
Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.86,1446.66,Yes
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,126.56,No
Female,1,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.67,273.68,No
Male,0,No,No,23,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,55.05,1283.28,Yes
Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),80.97,1042.07,Yes
Female,0,No,No,6,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.18,395.61,Yes
Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),90.37,469.28,No
Male,1,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),52.0,1543.87,Yes
Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,179.57,No
Male,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,53.23,1835.52,No
Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,102.2,Yes
Male,1,No,No,16,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.06,838.0,No
Female,0,No,Yes,25,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,44.1,1096.44,No
Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,391.64,No
Male,0,Yes,No,5,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,56.28,290.2,Yes
Male,1,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.09,402.51,Yes
Male,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.04,485.22,Yes
Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),87.39,5431.53,No
Male,1,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.03,241.54,No
Male,0,No,Yes,42,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,57.02,2348.31,No
Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,440.31,No
Male,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),56.42,560.03,No
Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,91.85,2231.42,Yes
Male,0,No,Yes,3,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,58.32,192.33,Yes
Female,0,Yes,No,69,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,53.76,3726.47,No
Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.59,862.42,Yes
Male,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,47.26,651.54,Yes
Female,0,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,457.53,No
Female,1,Yes,Yes,2,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,60.19,128.93,Yes
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.82,210.47,Yes
Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.78,48.45,No
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.87,270.93,Yes
Female,0,No,Yes,18,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,50.13,916.1,No
Female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,420.6,No
Female,0,Yes,No,7,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,77.46,498.4,Yes
Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.57,91.46,Yes
Male,0,No,Yes,24,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,38.99,948.84,Yes
Female,0,No,No,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),92.1,5374.13,No
Male,1,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.65,742.19,Yes
Male,0,Yes,No,18,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,50.26,898.29,No
Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,89.35,904.24,Yes
Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,87.38,492.93,No
Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),39.92,246.21,Yes
Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),81.78,488.25,Yes
Male,1,Yes,No,44,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,89.2,3942.39,No
Male,1,Yes,No,45,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),58.76,2642.85,No
Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.35,275.86,No
Male,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,95.5,967.39,No
Female,0,No,No,23,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.5,1382.21,No
Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,85.78,1191.86,No
Female,0,No,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.01,2296.68,No
Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,92.44,812.26,Yes
Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,79.71,2054.57,No
Female,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),74.78,1350.5,Yes
Male,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,77.75,761.23,No
Female,0,Yes,Yes,17,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),63.02,1085.27,No
Male,0,No,No,65,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,89.14,5801.77,No
Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.06,842.73,No
Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.5,644.84,No
Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,244.36,No
Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),85.23,4201.69,No
Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,48.43,837.7,Yes
Male,0,No,No,48,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,51.95,2495.02,No
Male,0,Yes,Yes,29,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),91.71,2625.27,No
Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),87.47,1058.18,Yes
Male,0,No,Yes,33,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,54.65,1832.29,No
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,210.02,No
Male,0,Yes,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.8,334.9,No
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.84,518.45,No
Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),86.03,620.3,Yes
Female,1,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),86.99,1397.47,No
Male,1,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.06,800.87,Yes
Male,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.62,266.67,No
Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,77.54,1057.18,No
Male,1,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.85,3403.47,No
Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),71.71,1565.0,No
Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.72,583.69,No
Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.15,21.01,Yes
Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,83.17,1999.07,No
Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),93.32,2421.48,Yes
Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),87.83,2042.46,No
Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.29,1734.9,No
Female,1,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,285.1,No
Male,0,No,No,43,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,46.6,2017.4,No
